cluster,url,primary_intent,competing_urls,unique_value,action,confidence
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/ (0.627),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/,PDF 轉 Word 後文字亂碼？OCR 語言與版面驗收指南 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.627),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-word-review-track-changes-guide/ (0.622),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-review-track-changes-guide/,PDF 轉 Word 後怎麼開修訂？轉換、審稿與交付流程 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.622),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/pdf-upload-failed-troubleshooting/ (0.605),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-upload-failed-troubleshooting/,PDF 無法上傳怎麼辦？檔案太大、密碼、損壞、瀏覽器與格式完整排查｜FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.605),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/photos-to-pdf-phone-guide/ (0.599),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/photos-to-pdf-phone-guide/,手機照片轉 PDF 免安裝 App：拍攝、排序、壓縮的完整流程 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.599),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/ (0.675),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/,拆分 PDF 後檔案太多怎麼整理？命名、資料夾與驗收 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.675),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/,PDF 太大寄不出去怎麼辦？壓縮後容量與清晰度檢查 - FunnyTools,https://funnytools.win/guides/split-pdf-page-range-planning-guide/ (0.612),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,PDF 怎麼分割頁碼？範圍、奇偶頁與檔案驗收 - FunnyTools,https://funnytools.win/guides/pdf-compressor-email-attachment-guide/ (0.612),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.643),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.643),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-table-to-excel-header-check-guide/ (0.617),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-table-to-excel-header-check-guide/,PDF 表格轉 Excel 後怎麼檢查？欄位、數字與合併儲存格 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.617),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/ (0.643),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-background-contrast-guide/,PDF 轉圖片背景變黑或太淡？對比與閱讀檢查 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.643),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/ (0.596),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,多頁 PDF 轉 JPG／PNG 後怎麼下載？頁碼、檔名與 20 頁限制教學 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.596),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/ (0.701),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/,PDF 轉圖片後文字不能搜尋？點陣化前要知道的事 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.701),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-image-resolution-guide/ (0.601),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-resolution-guide/,PDF 轉 JPG／PNG 要選多高解析度？螢幕、Email 與列印設定指南 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.601),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-jpg-vs-png/ (0.559),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-jpg-vs-png/,PDF 轉 JPG 還是 PNG？畫質、檔案大小、文字清晰度與解析度完整指南｜FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.559),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-word-form-field-editing-guide/ (0.708),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-form-field-editing-guide/,PDF 表單轉 Word 後怎麼改？欄位、標籤與可填性檢查 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.708),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/ (0.705),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/,PDF 轉 Word 後版面跑掉？文字、表格與圖片驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.705),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-ocr-language-check-guide/,PDF 轉 Word 後文字亂碼？OCR 語言與版面驗收指南 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-to-word-review-track-changes-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-review-track-changes-guide/,PDF 轉 Word 後怎麼開修訂？轉換、審稿與交付流程 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.657),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/pdf-upload-failed-troubleshooting/ (0.583),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-upload-failed-troubleshooting/,PDF 無法上傳怎麼辦？檔案太大、密碼、損壞、瀏覽器與格式完整排查｜FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.583),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/photos-to-pdf-phone-guide/ (0.553),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/photos-to-pdf-phone-guide/,手機照片轉 PDF 免安裝 App：拍攝、排序、壓縮的完整流程 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.553),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/ (0.631),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-output-naming-batch-delivery-guide/,拆分 PDF 後檔案太多怎麼整理？命名、資料夾與驗收 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.631),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/,PDF 壓縮後表單不能填？欄位、連結與附件驗收流程 - FunnyTools,https://funnytools.win/guides/split-pdf-page-range-planning-guide/ (0.571),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/split-pdf-page-range-planning-guide/,PDF 怎麼分割頁碼？範圍、奇偶頁與檔案驗收 - FunnyTools,https://funnytools.win/guides/pdf-compressor-form-fields-links-guide/ (0.571),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-split-vs-extract-vs-delete/ (0.556),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-split-vs-extract-vs-delete/,PDF 拆分、擷取、刪除差在哪？Split、Extract、Delete 一次選對｜FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.556),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-table-to-excel-header-check-guide/ (0.559),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-table-to-excel-header-check-guide/,PDF 表格轉 Excel 後怎麼檢查？欄位、數字與合併儲存格 - FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.559),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/ (0.684),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-multipage-download-guide/,多頁 PDF 轉 JPG／PNG 後怎麼下載？頁碼、檔名與 20 頁限制教學 - FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.684),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/ (0.563),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-image-raster-text-search-guide/,PDF 轉圖片後文字不能搜尋？點陣化前要知道的事 - FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.563),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-word-form-field-editing-guide/ (0.564),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-to-word-form-field-editing-guide/,PDF 表單轉 Word 後怎麼改？欄位、標籤與可填性檢查 - FunnyTools,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/ (0.564),requires human comparison of answer intent,REVIEW_ONLY,medium
pdf,https://funnytools.win/guides/pdf-page-reorder-appendix-merge-check-guide/,PDF 附錄怎麼重排？合併前頁碼、版本與引用檢查 - FunnyTools,https://funnytools.win/guides/pdf-to-word-layout-fidelity-guide/ (0.649),requires human comparison of answer intent,REVIEW_ONLY,medium
